,,,,,,涨跌,,,价值,,价值,,价值,触发价,触发价,占比,持仓,,年限,税前收益,税后收益,收益,(万元),
113022,浙商转债,119.9,-0.02%,浙商证券?R,11.27,1.08%,2.56,12.46,90.45,32.56%,购买,AAA,购买,-,16.2,9.30%,1.18%,2025/3/12,5.192,-1.68%,-2.02%,购买,6.13,
110051,中天转债,110.9,0.13%,中天科技?R,8.48,0.47%,1.27,10.19,83.22,33.26%,购买,AA+,购买,7.13,13.25,15.30%,7.18%,2025/2/28,5.159,0.60%,0.10%,购买,2.22,
110059,浦发转债,111.22,0.22%,浦发银行?R,12.53,0.48%,0.68,15.05,83.26,33.58%,购买,AAA,购买,-,19.57,13.60%,-,2025/10/27,5.819,1.02%,0.47%,购买,1219.83,
128022,众信转债,106.35,0.62%,众信旅游,6.29,-0.63%,2.26,7.910*,79.52,33.74%,购买,AA,购买,5.54,10.28,12.70%,31.99%,2023/12/1,3.912,0.83%,0.36%,购买,0.85,
113505,杭电转债,103.97,0.21%,杭电股份?R,5.57,-0.18%,1.48,7.24,76.93,35.15%,购买,AA,购买,5.07,9.41,19.50%,16.84%,2024/3/5,4.173,2.02%,1.44%,购买,1.87,
113527,维格转债,92.7,0.03%,锦泓集团,7.19,-0.28%,0.71,10.52,68.35,35.63%,购买,AA,购买,7.36,13.68,41.10%,0.40%,2025/1/23,5.06,5.49%,4.72%,购买,135.62,
128050,钧达转债,100.399,0.40%,钧达股份,16,-0.06%,2.21,21.66,73.87,35.91%,购买,AA-,购买,15.16,28.16,16.50%,17.05%,2024/12/10,4.94,4.37%,3.53%,购买,8.1,
127006,敖东转债,111.63,0.00%,吉林敖东?R,16.94,-0.29%,0.89,20.62,82.15,35.89%,购买,AA+,购买,14.43,26.81,12.20%,14.92%,2024/3/13,4.195,-0.71%,-1.08%,购买,0,
113535,大业转债,102.01,-0.14%,大业股份,9.41,-0.84%,1.61,12.56,74.92,36.16%,购买,AA,购买,8.79,16.33,18.30%,-,2024/5/8,4.348,2.52%,1.94%,购买,12.98,
113009,广汽转债,116.32,-0.55%,广汽集团?R,12.12,1.42%,1.56,14.41,84.11,38.30%,购买,AAA,购买,10.09,18.73,2.10%,10.27%,2022/1/22,2.055,-3.17%,-3.96%,购买,1.52,
113017,吉视转债,102.81,0.39%,吉视传媒?R,2.18,0.46%,0.96,2.95,73.9,39.12%,购买,AA+,购买,2.06,3.83,23.00%,16.58%,2023/12/27,3.984,1.69%,1.22%,购买,8.83,
113508,新凤转债,108.64,-0.79%,新凤鸣,12.32,-0.40%,1.87,15.91,77.44,40.29%,购买,AA,购买,11.14,20.68,12.50%,26.52%,2024/4/25,4.312,0.89%,0.34%,购买,0.22,
128018,时达转债,99.88,0.16%,新时达,5.26,0.00%,1.22,7.450*,70.6,41.47%,购买,AA,购买,5.21,9.69,27.00%,14.89%,2023/11/6,3.844,2.67%,2.15%,购买,7.49,
128042,凯中转债,104,0.00%,凯中精密,9.43,-0.21%,2.11,13.01,72.48,43.49%,购买,AA,购买,9.11,16.91,15.20%,18.13%,2024/7/30,4.575,2.64%,1.97%,购买,1.04,
110034,九州转债,108.9,0.00%,九州通?R,13.87,-0.79%,1.46,18.32,75.71,43.84%,购买,AA+,购买,12.82,23.82,5.80%,23.98%,2022/1/15,2.036,0.68%,-0.27%,购买,0,
128028,赣锋转债,121.5,0.45%,赣锋锂业?R,35.26,-0.56%,5.62,42.28,83.4,45.68%,购买,AA,购买,29.6,54.96,2.00%,18.03%,2023/12/21,3.967,-2.67%,-3.08%,购买,0.61,
132009,17中油EB,99.95,0.00%,中国石油?R,5.88,0.17%,0.88,8.54,68.85,45.87%,购买,AAA,购买,5.98,11.1,0.90%,21.03%,2022/7/13,2.526,2.95%,2.33%,购买,0,
113024,核建转债,107.34,0.03%,中国核建?R,7.23,0.28%,1.25,9.87,73.25,46.54%,购买,AAA,购买,6.91,12.83,15.80%,0.10%,2025/4/7,5.263,0.46%,0.10%,购买,1.18,
128035,大族转债,116.99,0.00%,大族激光?R,41.77,-0.02%,5.11,52.3,79.87,46.48%,购买,AA+,购买,36.61,67.99,5.20%,24.14%,2024/2/6,4.096,-1.87%,-2.24%,购买,6.42,
127011,中鼎转2,113.5,0.00%,中鼎股份?R,9.08,-0.33%,1.26,11.79,77.01,47.38%,购买,AA+,购买,8.25,15.33,10.80%,0.67%,2025/3/8,5.181,0.38%,-0.16%,购买,0,
113012,骆驼转债,106.99,0.18%,骆驼股份?R,9.63,0.31%,1.31,13.290*,72.46,47.65%,购买,AA,购买,9.3,17.28,6.10%,11.43%,2023/3/24,3.222,0.53%,0.01%,购买,11.98,
113016,小康转债,99.77,-0.31%,小康股份?R,11.53,0.35%,2.09,17.120*,67.35,48.14%,购买,AA,购买,11.98,22.26,8.10%,0.65%,2023/11/6,3.844,2.70%,2.18%,购买,21.66,
128015,久其转债,99.11,-0.06%,久其软件,6.32,-0.78%,4.05,9.480*,66.67,48.66%,购买,A+,购买,6.64,12.32,17.30%,18.20%,2023/6/8,3.43,3.65%,2.98%,购买,10.11,
128046,利尔转债,114.04,0.00%,利尔化学?R,14.19,0.50%,2.27,18.62,76.21,49.64%,购买,AA,购买,13.03,24.21,11.40%,23.84%,2024/10/17,4.792,-0.21%,-0.70%,购买,0,
110045,海澜转债,103,0.29%,海澜之家?R,8.16,2.38%,2.73,12.02,67.89,51.72%,购买,AA+,购买,8.41,15.63,8.20%,19.57%,2024/7/13,4.529,1.81%,1.33%,购买,16.89,
128026,众兴转债,93.25,0.06%,众兴菌业,7.05,0.57%,0.99,11.54,61.09,52.64%,购买,AA-,购买,8.08,15,35.50%,9.97%,2023/12/13,3.945,4.43%,3.91%,购买,4.06,
132015,18中油EB,99.6,-0.18%,中国石油?R,5.88,0.17%,0.88,8.98,65.48,54.08%,购买,AAA,购买,6.29,11.67,1.90%,9.44%,2023/2/1,3.082,3.11%,2.43%,购买,6.36,
132013,17宝武EBQ,101.28,0.06%,宝钢股份?R,5.81,0.17%,0.74,9.05,64.2,57.93%,购买,AAA,购买,-,-,11.60%,15.43%,2020/11/24,0.893,2.88%,2.00%,购买,50.64,
128014,永东转债,100.759,0.16%,永东股份,8.04,0.25%,2.07,12.64,63.61,58.40%,购买,AA-,购买,8.85,16.43,11.20%,19.69%,2023/4/17,3.288,3.43%,2.71%,购买,0.5,
132004,15国盛EB,99.41,0.01%,上海建工?R,3.6,0.56%,0.99,5.800*,62.07,60.42%,购买,AAA,购买,4.06,7.54,15.60%,25.78%,2021/11/5,1.841,2.94%,2.40%,购买,21.67,
113502,嘉澳转债,99.86,0.03%,嘉澳环保,27.48,-1.86%,2.59,45.04,61.01,63.68%,购买,AA-,购买,31.53,58.55,9.20%,1.74%,2023/11/9,3.852,3.15%,2.54%,购买,4.79,
110038,济川转债,108.5,-0.46%,济川药业?R,24.2,-0.66%,3.4,38.81,62.36,73.99%,购买,AA,购买,19.41,48.51,3.20%,14.77%,2022/11/12,2.86,-0.07%,-0.61%,购买,0.65,
113014,林洋转债,102.4,0.02%,林洋能源?R,4.92,0.20%,0.84,8.59,57.28,78.77%,购买,AA,购买,6.01,11.17,34.70%,27.63%,2023/10/27,3.816,2.00%,1.49%,购买,1.13,
127004,模塑转债,96.29,0.25%,模塑科技?R,4.07,0.49%,1.43,7.59,53.62,79.58%,购买,AA,购买,5.31,9.87,24.20%,8.56%,2023/6/2,3.414,5.26%,4.45%,购买,11.26,
128032,双环转债,102.4,0.10%,双环传动,5.6,0.00%,1.05,9.93,56.39,81.59%,购买,AA,购买,6.95,12.91,26.00%,28.41%,2023/12/25,3.978,1.92%,1.43%,购买,1.33,
128023,亚太转债,94.697,0.26%,亚太股份,5.19,-0.19%,1.41,10.34,50.19,88.68%,购买,AA,购买,7.24,13.44,26.10%,10.06%,2023/12/4,3.921,4.53%,3.92%,购买,5.75,
132007,16凤凰EBQ,100.45,0.00%,凤凰传媒?R,7.71,0.26%,1.43,14.8,52.09,93.18%,购买,AAA,购买,11.84,19.24,25.50%,21.99%,2021/10/31,1.827,3.44%,2.69%,购买,0,
132008,17山高EB,101.7,0.00%,山东高速?R,4.92,0.00%,0.83,9.4,52.34,96.58%,购买,AAA,购买,6.58,12.22,10.60%,18.04%,2022/4/24,2.307,3.46%,2.53%,购买,0,
128037,岩土转债,97.03,0.07%,中化岩土,3.79,0.00%,1.7,8.01,47.32,105.05%,购买,AA,购买,5.61,10.41,8.80%,13.56%,2024/3/15,4.2,3.73%,3.14%,购买,2.62,
128062,亚药转债,89.545,-0.01%,亚太药业?R,6.54,0.46%,1.3,16.25,40.25,122.47%,购买,AA,购买,11.38,21.12,27.50%,0.81%,2025/4/2,5.249,5.87%,5.15%,购买,75.93,
132011,17浙报EBQ,96.8,0.00%,浙数文化?R,10.35,4.12%,1.7,24.18,42.8,127.07%,购买,AAA,购买,16.93,31.43,17.80%,22.59%,2022/8/17,2.622,3.41%,2.95%,购买,0,
128010,顺昌转债,105.616,0.00%,澳洋顺昌,4.16,0.24%,1.96,9.26,44.92,135.12%,购买,AA,购买,6.48,12.04,12.50%,25.65%,2022/1/22,2.055,2.60%,1.56%,购买,4.65,
128013,洪涛转债,97.579,0.16%,洪涛股份?R,3.26,-0.31%,1.23,8.000*,40.75,139.46%,购买,AA,购买,5.6,10.4,29.50%,19.52%,2022/7/29,2.57,5.35%,4.48%,购买,57.74,
128012,辉丰转债,99.597,0.06%,辉丰股份,2.88,0.35%,1.46,7.71,37.35,166.66%,购买,A+,购买,5.4,10.02,19.40%,4.95%,2022/4/21,2.299,2.62%,2.13%,购买,27.78,
